Clinic Name,Address,Telephone,Type
Family Health Clinic & Surgery,"02 Balestier Road, #01 - 651, Balestier Hill Shopping Centre,
Singapore - 320002",Tel: 62542440,Type: Medical
Family Health Clinic (Holland Drive),"43 Holland Drive, #01 - 65,
Singapore - 270043",Tel: 67777933,Type: Medical
Family Health Medical Centre,"226G Ang Mo Kio Avenue 1, #01 - 681,
Singapore - 567226",Tel: 64541980,Type: Medical
Family Healthcare Clinic & Surgery,"151 Serangoon North Avenue 2, #01 - 35,
Singapore - 550151",Tel: 62889557,Type: Medical
Family Healthcare Clinic & Surgery Pte Ltd,"523 Hougang Avenue 6, #01 - 119,
Singapore - 530523",Tel: 63871120,Type: Medical
Family Life Clinic,"727 Clementi West Street 2, #01 - 264,
Singapore - 120727",Tel: 67744678,Type: Medical
Family Medical Clinic Pte Ltd,"280 Bukit Batok East Avenue 3, #01 - 317,
Singapore - 650280",Tel: 65676775,Type: Medical
Family Medicare Clinic & Surgery,"721 Ang Mo Kio Avenue 8, #01 - 2815,
Singapore - 560721",Tel: 64566582,Type: Medical
Family Medicine Clinic,"58 Marine Terrace, #01 - 65,
Singapore - 440058",Tel: 64491606,Type: Medical
Family Medicine Clinic Chinatown,"133 New Bridge Road, #02 - 43747, Chinatown Point,
Singapore - 59413",Tel: 62255155,Type: Medical
Familycare Clinic & Surgery,"85C Toa Payoh Lorong 4, #01 - 380,
Singapore - 313085",Tel: 62509033,Type: Medical
Fema Clinic And Surgery,"10 Sinaran Drive, #09 - 20, Novena Medical Center,
Singapore - 307506",Tel: 68543720,Type: Medical
Fernvale Family Clinic,"405C Fernvale Lane, #01 - 101,
Singapore - 793405",Tel: 68756182,Type: Medical
Finest Health Medical Centre,"19 LORONG 7 TOA PAYOH, #01 - 268, KIM KEAT PALM,
Singapore - 310019",Tel: 62640852,Type: Medical
First Avenue Dental Surgery,"301 Ubi Avenue 1, #01 - 237,
Singapore - 400301",Tel: 67451182,Type: Dental
First Care Family Clinic & Surgery,"253 Jurong East Street 24, #01 - 257,
Singapore - 600253",Tel: 64252350,Type: Medical
First Impressions Dental Surgery Pte Ltd,"1 Bukit Batok Central Link, #04 - 12, West Mall,
Singapore - 658713",Tel: 67793215,Type: Dental
First Impressions Dental Surgery Pte Ltd,"888 Woodlands Drive 50, #02 - 735, 888 Plaza,
Singapore - 730888",Tel: 67793215,Type: Dental
First Light Family Clinic & Surgery,"272 Bukit Batok East Avenue 4, #01 - 72,
Singapore - 650272",Tel: 65603930,Type: Medical
First Medical Centre,"169 Stirling Road, #01 - 1165,
Singapore - 140169",Tel: 64768588,Type: Medical
First Medical Centre (Yishun),"110 Yishun Ring Road, #01 - 399,
Singapore - 760110",Tel: 67591485,Type: Medical
First Medical Clinic & Surgery,"167 Woodlands Street 11, #01 - 11,
Singapore - 730167",Tel: 63680111,Type: Medical
FIRSTHEALTH CLINIC & SURGERY,"126 KIM TIAN ROAD, #01 - 04, MULTI STOREY CAR PARK,
Singapore - 160126",Tel: 66944981,Type: Medical
Flozz Dental Surgery,"123 Bukit Merah Lane 1, #01 - 96,
Singapore - 150123",Tel: 62765281,Type: Dental
FOCUS MEDICAL CENTRE,"137 TECK WHYE LANE, #01 - 329, TECK WHYE SHOPPING CENTRE,
Singapore - 680137",Tel: 67692822,Type: Medical
Fong Clinic,"162 Mei Ling Street, #01 - 361,
Singapore - 140162",Tel: 64745993,Type: Medical
Foo & Associates Dental Surgeons,"290 Orchard Rd, #09 - 03/04, Paragon,
Singapore - 238859",Tel: 68380903,Type: Dental
Foo Clinic,"962 Jurong West Street 91, #01 - 306,
Singapore - 640962",Tel: 67918853,Type: Medical
FRASER MEDICAL CENTRE,"78A TELOK BLANGAH ST 32, #01 - 07,
Singapore - 101078",Tel: 62733603,Type: Medical
Freddy Wee Dental Surgery,"150 Orchard Road, #08 - 14, Orchard Plaza,
Singapore - 238841",Tel: 62351879,Type: Dental
Friends Dental Surgeons,"201D Tampines Street 21, #01 - 1121,
Singapore - 524201",Tel: 67855567,Type: Dental
Friendship Clinic & Surgery,"01 Jalan Bukit Merah, #01 - 4524,
Singapore - 150001",Tel: 62726628,Type: Medical
Frontier Family Medicine Clinic,"3151 Commonwealth Avenue West, #04 - 01, Cityvibe,
Singapore - 129581",Tel: 67788362,Type: Medical
FRONTIER MEDICAL ASSOCIATES,"440 BUKIT BATOK WEST AVENUE 8, #01 - 05,
Singapore - 650440",Tel: 63370061,Type: Medical
FRONTIER MEDICAL ASSOCIATES,"494 TAMPINES STREET 45, #01 - 02,
Singapore - 523494",Tel: 67450875,Type: Medical
FRONTIER MEDICAL ASSOCIATES,"451 BUKIT BATOK WEST AVE 6, #01 - 07,
Singapore - 650451",Tel: 67450875,Type: Medical
Frontier Medical Associates (Admiralty),"691 WOODLANDS DRIVE 73, #01 - 04,
Singapore - 730691",Tel: 67450875,Type: Medical
Frontier Medical Associates (AMK),"163 Ang Mo Kio Avenue 4, #01 - 426,
Singapore - 560163",Tel: 64532571,Type: Medical
Frontier Medical Associates (Buangkok),"982 Buangkok Crescent, #01 - 03,
Singapore - 530982",Tel: 63152913,Type: Medical
Frontier Medical Associates (Bukit Batok),"528 Bukit Batok Street 51, #01 - 64,
Singapore - 650528",Tel: 65665773,Type: Medical
FRONTIER MEDICAL ASSOCIATES (Canberra),"105 CANBERRA STREET, #01 - 11,
Singapore - 750105",Tel: 67450875,Type: Medical
Frontier Medical Associates (Havelock),"51 Havelock Road, #01 - 02, Multi Storey Car Park,
Singapore - 161051",Tel: 66843770,Type: Medical
Frontier Medical Associates (Jurong West),"678D Jurong West Street 64, #01 - 347,
Singapore - 644678",Tel: 68622340,Type: Medical
Frontier Medical Associates (Ubi),"304 Ubi Ave 1, #01 - 87,
Singapore - 400304",Tel: 67460909,Type: Medical
Frontier Medical Associates (Woodlands),"899C Woodlands Drive 50, #01 - 296,
Singapore - 732899",Tel: 63663631,Type: Medical
Frontier Medical Associates (Yishun),"654 Yishun Avenue 4, #01 - 437,
Singapore - 760654",Tel: 67587536,Type: Medical
Frontier People's Clinic,"123 Bedok North Street 2, #01 - 152,
Singapore - 460123",Tel: 64430261,Type: Medical
Fullerton Dental @ Equity Plaza,"20 Cecil Street, #07 - 05/07, Equity Plaza,
Singapore - 049705",Tel: 65321096,Type: Dental
Fullerton Dental @ NTU,"36 Nanyang Avenue, #01 - 02, University Health Services,
Singapore - 639801",Tel: 67908331,Type: Dental
Fullerton Healthcare (Alexandra),"460 Alexandra Road, #02 - 18, Alexandra Retail Centre,
Singapore - 119963",Tel: 62733366,Type: Medical
Fullerton healthcare @ Drs trythall hoy Davies,"391B Orchard Road, #25 - 07, Ngee Ann City Tower B,
Singapore - 238874",Tel: 66643807,Type: Medical
Fullerton Healthcare @ Drs Trythall Hoy Davies (Jurong Pt),"1 Jurong West Central 2, #B1a - 19b,
Singapore - 648886",Tel: 67930611,Type: Medical
Fullerton Healthcare @ Gethin-Jones (Shenton Way),"78 Shenton Way, #04 - 01, (Tanjong Pagar Mrt),
Singapore - 79120",Tel: 62278900,Type: Medical
Fullerton Healthcare @ MBFC,"10 MARINA BOULEVARD, #01 - 03/03A, TOWER 2 MARINA BAY FINANCIAL CENTRE,
Singapore - 18981",Tel: 66369371,Type: Medical
Fullerton Healthcare @ Metropolis,"09 North Buna Vista Drive, #01 - 03, The Metropolis,
Singapore - 138588",Tel: 63395938,Type: Medical
Fullerton Healthcare @ OFC,"10 COLLYER QUAY, #03 - 43716, OCEAN FINANCIAL CENTRE,
Singapore - 49315",Tel: 65357100,Type: Medical
Fusion Medical & Health Screening Centre,"01 FUSIONOPOLIS LINK, #01 - 05, NEXUS @ONE-NORTH,
Singapore - 138542",Tel: 62354040,Type: Medical
Fusion Medical Health Screening & Aesthetic,"501 Orchard Road, #04 - 11, Wheelock Place,
Singapore - 238880",Tel: 62506548,Type: Medical
G & H Medical Clinic Pte Ltd,"106 Yishun Ring Road, #01 - 173,
Singapore - 760106",Tel: 67586322,Type: Medical
G Dental Center,"25 Ghim Moh Link, #1 - 04,
Singapore - 270025",Tel: 62621580,Type: Dental
G H Goh Dental Surgery,"161 Bukit Merah Central, #01 - 3731,
Singapore - 150161",Tel: 62733133,Type: Dental
G S Clinic & Surgery Pte Ltd,"632 Ang Mo Kio Avenue 4, #01 - 960,
Singapore - 560632",Tel: 64568967,Type: Medical
G.I.F.T Medical Centre,"389 Upper Aljunied Road,
Singapore - 367874",Tel: 62861923,Type: Medical
GARDEN CLINIC,"304 SERANGOON AVE 2, #01 - 04,
Singapore - 550304",Tel: 63821878,Type: Medical
Garden Dental,"491 Bukit Timah Road, #01 - 02,
Singapore - 259777",Tel: 62199548,Type: Dental
Gateway Dental Centre,"134 Jurong Gateway Road, #02 - 307,
Singapore - 600134",Tel: 65693328,Type: Dental
Gentle Dental Group,"401 River Valley Road,
Singapore - 248299",Tel: 68874456,Type: Dental
Gentle Dental Group @ Bukit Timah,"110 Jalan Jurong Kechil, #01 - 01,
Singapore - 598606",Tel: 64666110,Type: Dental
Gentle Dental Group @ Tanjong Katong Pte Ltd,"0 Tanjong Katong Road,
Singapore - 437118",Tel: 63440148,Type: Dental
Gerrard Teoh Hematology & Medical Clinic,"10 SINARAN DRIVE, #08 - 34, NOVENA MEDICAL CENTER SQUARE 2,
Singapore - 307506",Tel: 63976850,Type: Medical
Geylang Bahru Clinic,"16 Upper Boon Keng Road, #01 - 1093,
Singapore - 380016",Tel: 67480316,Type: Medical
Ginza Dental Surgery,"612 Clementi West Street 1, #01 - 302,
Singapore - 120612",Tel: 67744901,Type: Dental
Glee! Dental Surgery,"95 Aljunied Crescent, #01 - 497,
Singapore - 380095",Tel: 65475038,Type: Dental
Gleneagles Dental Centre Ronald Shearman Dental Surgeons,"1 Orchard Boulevard, #06 - 06, Camden Medical Centre,
Singapore - 248649",Tel: 62350059,Type: Dental
Glittz Smile Dental Surgery,"24 Peck Seah Street, #01 - 01, Nehsons Building,
Singapore - 079314",Tel: 62244286,Type: Dental
Global Care Medical,"77 Jalan Malu-malu, #01 - 77, Kindol Gardens,
Singapore - 769687",Tel: 64816625,Type: Medical
GLOBAL CARE MEDICAL,"21 PASIR RIS GROVE, #01 - 32, COCO PALMS,
Singapore - 518070",Tel: 64816625,Type: Medical
Glory Dental Surgery,"865 Mountbatten Road, #02 - 02, Katong Shopping Centre,
Singapore - 437844",Tel: 63447747,Type: Dental
Glory Dental Surgery (Roxy Square) Pte Ltd,"50 East Coast Road, #01 - 59, Roxy Square,
Singapore - 428769",Tel: 64400428,Type: Dental
Goh Clinic & Surgery,"204 Hougang Street 21, #01 - 101,
Singapore - 530204",Tel: 63863836,Type: Medical
Goh Clinic + Surgery,"283 Bukit Batok East Avenue 3, #01 - 271,
Singapore - 650283",Tel: 65676368,Type: Medical
GOODDOCTORS MEDICAL CLINIC,"18 YISHUN AVENUE 9, #02 - 55, JUNCTION NINE,
Singapore - 768897",Tel: 69093457,Type: Medical
Gpa Centre For Dentistry,"600 North Bridge Road, #14 - 04/05, Parkview Square,
Singapore - 188778",Tel: 67321020,Type: Dental
Gpa Dentalcare @ Goldhill,"101 Thomson Road, #01 - 96/97/98/99, United Square,
Singapore - 307591",Tel: 67321020,Type: Dental
Gpa Dentalcare @ Holland V,"3 Lorong Liput, #02 - 28/29/30, Holland V Shopping Mall,
Singapore - 277725",Tel: 67321020,Type: Dental
Gpa Dentalcare @ Katong,"112 East Coast Road, #03 - 22, 112 Katong,
Singapore - 428802",Tel: 64435750,Type: Dental
Grace Clinic & Surgery,"607 Ang Mo Kio Avenue 4, #01 - 1295,
Singapore - 560607",Tel: 64584280,Type: Medical
Grace Dental Surgery,"607 Ang Mo Kio Avenue 4, #01 - 1295,
Singapore - 560607",Tel: 64585335,Type: Dental
Great Health Medical Clinic,"407 Ang Mo Kio Avenue 10, #01 - 749,
Singapore - 560407",Tel: 64561767,Type: Medical
Green Cross Medical Centre,"824 Tampines Street 81, #01 - 30,
Singapore - 520824",Tel: 67813011,Type: Medical
GREENFOREST FAMILY CLINIC,"878C TAMPINES AVENUE 8, #01 - 71,
Singapore - 523878",Tel: 67850157,Type: Medical
Greenlife Clinic & Surgery (Yew Tee),"624 Choa Chu Kang Street 62, #01 - 230, Yew Tee Shopping Centre,
Singapore - 680624",Tel: 67606087,Type: Medical
Greenlife Clinic And Surgery (Sembawang),"11 Canberra Road, #02 - 01, Sembawang Mrt Station,
Singapore - 759775",Tel: 67562676,Type: Medical
Greenlife Dental Clinic,"18 Jalan Membina, #01 - 07,
Singapore - 164018",Tel: 62611161,Type:
Greenlife Dental Clinic,"14 Beach Road, #01 - 4661,
Singapore - 190014",Tel: 62993556,Type: Dental
Greenlife Dental Clinic,"186 Toa Payoh Central, #01 - 418,
Singapore - 310186",Tel: 62500630,Type: Dental
Greenlife Dental Clinic,"624 Choa Chu Kang Street 62, #02 - 228, Yew Tee Square,
Singapore - 680624",Tel: 67655759,Type: Dental
Greenlife Dental Clinic (Ang Mo Kio),"727 Ang Mo Kio Avenue 6, #01 - 4270,
Singapore - 560727",Tel: 64524222,Type: Dental
Greenlife Dental Clinic (Bedok),"210 New Upper Changi Road, #01 - 733,
Singapore - 460210",Tel: 62410123,Type: Dental
Greenlife Dental Clinic (Clementi),"446 Clementi Avenue 3, #01 - 187,
Singapore - 120446",Tel: 67771712,Type: Dental
GREENLIFE DENTAL CLINIC (Jalan Ubi),"11 JALAN UBI BLK 2, #01 - 11, KEMBANGAN-CHAI CHEE COMMUNITY HUB,
Singapore - 409074",Tel: 67771712,Type: Medical
Greenlink Medical Clinic,"807 Yishun Ring Road, #01 - 4213,
Singapore - 760807",Tel: 67552238,Type: Medical
GSH CLINIC & SURGERY PTE. LTD.,"09 YIO CHU KANG ROAD, #01 - 40, SPACE @ KOVAN,
Singapore - 545523",Tel: 62605942,Type: Medical
Gwee Dental Surgery,"64 Circuit Road, #01 - 337,
Singapore - 370064",Tel: 67462649,Type: Dental
H H Lee & Associates Dental Surgery,"1 Coleman Street, #02 - 16, The Adelphi,
Singapore - 179803",Tel: 63363100,Type: Dental
H S Lee Clinic & Surgery,"173 Yishun Avenue 7, #01 - 823,
Singapore - 760173",Tel: 67550630,Type: Medical
Hamid Family Clinic & Surgery,"156 Pasir Ris Street 13, #01 - 35,
Singapore - 510156",Tel: 65848804,Type: Medical
Happy Tooth Dental,"211 New Upper Changi Road, #01 - 755,
Singapore - 460211",Tel: 64411882,Type: Dental
Harbourpoint Dental Centre by FDC,"1 Harbourfront Place, #01 - 02, Harbourfront Tower one,
Singapore - 098633",Tel: 62718133,Type: Dental
Harmony Family Clinic,"235 Choa Chu Kang Central, #B1 - 25,
Singapore - 680235",Tel: 67623979,Type: Medical
Havelock Family Clinic,"22 Havelock Road, #01 - 709,
Singapore - 160022",Tel: 62724242,Type: Medical
Heal Medical Centre,"262 Balestier Road, #04 - 02, OKIO,
Singapore - 329714",Tel: 62509550,Type: Medical
Health First Family Clinic,"26 Jalan Membina, #01 - 06,
Singapore - 161026",Tel: 67932833,Type: Medical
Health Partners Family Clinic (West Mall),"01 Bukit Batok Central Link, #01 - 37, West Mall,
Singapore - 658713",Tel: 68989031,Type: Medical
Health Partners Medical Clinic (Cecil St),"100 Cecil Street, #09 - 01, The Globe,
Singapore - 69532",Tel: 62255036,Type: Medical
Health Partners Medical Clinic (Siglap),"23 Upper East Coast Road, Crescendo Building,
Singapore - 455289",Tel: 64433316,Type: Medical
Health Partnership Medical Centre,"109 Bukit Purmei Road, #01 - 145,
Singapore - 90109",Tel: 62782860,Type: Medical
HEALTHBRIDGE FAMILY CLINIC,"615A EDGEFIELD PLAINS, #01 - 327, PUNGGOL SPRING,
Singapore - 821615",Tel: 64897495,Type: Medical
HEALTHCARE AMK MEDICAL CLINIC,"157 ANG MO KIO AVENUE 4, #01 - 578,
Singapore - 560157",Tel: 64511528,Type: Medical
Healthcare Family Clinic & Surgery,"403 Sin Ming Avenue, #01 - 311,
Singapore - 570403",Tel: 64542373,Type: Medical
HEALTHCARE HOUGANG MEDICAL CLINIC,"311 HOUGANG AVENUE 5, #01 - 191,
Singapore - 530311",Tel: 62881426,Type: Medical
Healthcare Medical @ Kovan,"208 Hougang Street 21, #01 - 205,
Singapore - 530208",Tel: 62821118,Type: Medical
Healthcare Medical @ Railmall,"446 Upper Bukit Timah, Rail Mall,
Singapore - 678067",Tel: 67655733,Type: Medical
HEALTHLIFE FAMILY CLINIC,"296A BUKIT BATOK STREET 22, #01 - 64, SKYLINE II @ BUKIT BATOK,
Singapore - 651296",Tel: 69048680,Type: Medical
Healthline Family Clinic & Surgery (Bukit Batok),"151 Bukit Batok Street 11, #01 - 256,
Singapore - 650151",Tel: 65672212,Type: Medical
Healthline Family Clinic And Surgery,"25A Chai Chee Road, #01 - 467,
Singapore - 461025",Tel: 64463260,Type: Medical
Healthlink (AMK) Medical Centre Pte Ltd,"108 Ang Mo Kio Avenue 4, #01 - 86,
Singapore - 560108",Tel: 64571636,Type: Medical
HEALTHLINK FAMILY CLINC & SURGERY,"21 GHIM MOH ROAD, #01 - 187,
Singapore - 270021",Tel: 64689808,Type: Medical
Healthlink Medical Clinic & Surgery,"05 Upper Aljunied Lane, #01 - 46,
Singapore - 360005",Tel: 62890885,Type: Medical
Healthmark Clinic (Pasir Ris),"735 Pasir Ris Street 72, #01 - 314, Pasir Ris West Plaza,
Singapore - 510735",Tel: 65827823,Type: Medical
Healthmark Family Clinic (Compassvale),"263 Compassvale Street, #01 - 43526,
Singapore - 540263",Tel: 68810075,Type: Medical
Healthmark Family Medicine Clinic (Choa Chu Kang),"601 Choa Chu Kang Street 62, #01 - 09,
Singapore - 680601",Tel: 67672281,Type: Medical
Healthmark Medical Clinic,"639 Punggol Drive, #01 - 06,
Singapore - 820639",Tel: 68756696,Type: Medical
Healthmark Pioneer Mall Clinic,"638 Jurong West Street 61, #02 - 08, Pioneer Mall,
Singapore - 640638",Tel: 68613100,Type: Medical
HEALTHMATTERS - THE FAMILY PRACTICE,"01 Pasir Ris Close,, #02 - 310, E!Hub@Downtown East,
Singapore - 519599",Tel: 65557555,Type: Medical
Healthmed Family Clinic (Bukit Panjang),"416 Saujana Road, #01 - 50,
Singapore - 670416",Tel: 67604321,Type: Medical
Healthpath Medical Clinic and Surgery,"338 Ang Mo Kio Avenue 1, #01 - 1651,
Singapore - 560338",Tel: 64832556,Type: Medical
Healthplus Clinic And Surgery,"631 Bedok Reservoir Road, #01 - 898,
Singapore - 470631",Tel: 64460529,Type: Medical
Healthplus Family Clinic & Surgery,"78A Telok Blangah Street 32, #01 - 02,
Singapore - 101078",Tel: 62733327,Type: Medical
Healthpoint Family Clinic & Surgery Pte Ltd,"48 Tanglin Halt Road, #01 - 337,
Singapore - 142048",Tel: 64740408,Type: Medical
HEALTHSPRINGS MEDICAL ASSOCIATES,"541 ORCHARD RD, #10 - 02, LIAT TOWERS,
Singapore - 238881",Tel: 67345260,Type: Medical
Healthsprings Medical Clinic,"524A Jelapang Road, #02 - 43497, Greenridge Shopping Centre,
Singapore - 671524",Tel: 68926681,Type: Medical
Healthteeth Dental Surgery Pte. Ltd.,"18 Bedok South Road, #01 - 75,
Singapore - 460018",Tel: 62445088,Type: Dental
Healthway Anchorvale Clinic,"308 Anchorvale Road, #01 - 03, Multi Storey Car Park,
Singapore - 540308",Tel: 63123106,Type: Medical
Healthway Compassvale Clinic,"267 Compassvale Link, #01 - 04,
Singapore - 540267",Tel: 63438770,Type: Medical
Healthway Dental Clinic ( 190 Toa Payoh ),"190 Toa Payoh Lorong 6, #02 - 512,
Singapore - 310190",Tel: 62592341,Type: Medical
Healthway Dental Clinic (AMK),"721 Ang Mo Kio Avenue 8, #1 - 2801,
Singapore - 560721",Tel: 64554629,Type: Dental
Healthway Dental Clinic (Bukit Batok),"153 Bukit Batok Street 11, #01 - 284,
Singapore - 650153",Tel: 65679881,Type: Dental
Healthway Dental Clinic (Holland),"41 Holland Drive, #01 - 07,
Singapore - 270041",Tel: 6777 4333,Type: Dental
Healthway Dental Clinic (Sun Plaza),"30 Sembawang Drive, #3 - 20, Sun Plaza,
Singapore - 757713",Tel: 65551445,Type: Dental
Healthway Dental Clinic (Tampines),"710 Tampines Street 71, #1 - 134,
Singapore - 520710",Tel: 62609081,Type: Dental
Healthway Dental Clinic (Westgate),"3 Gateway Drive, #4 - 32, Westgate,
Singapore - 608532",Tel: 65606127,Type: Dental
Healthway Dental Clinic (Yishun),"417 Yishun Ave 11, #1 - 321,
Singapore - 760417",Tel: 67537626,Type: Dental
Healthway Hougang Central Clinic,"90 Hougang Avenue 10, #04 - 06, Hougang Mall,
Singapore - 538766",Tel: 63437620,Type: Medical
HEALTHWAY MEDICAL,"446 BUKIT BATOK WEST AVENUE 8, #01 - 03,
Singapore - 650446",Tel: 68178267,Type: Medical
HEALTHWAY MEDICAL,"658 PUNGGOL EAST, #01 - 04,
Singapore - 820658",Tel: 68178267,Type: Medical
HEALTHWAY MEDICAL,"705 SERANGOON ROAD, #01 - 06, KWONG WAI SHIU HOSPITAL,
Singapore - 328127",Tel: 68178267,Type: Medical
Healthway Medical Centre (Novena Sq),"238 Thomson Road, #03 - 32A, Novena Square,
Singapore - 307683",Tel: 63528696,Type: Medical
Healthway Medical Centre (Pasir Ris),"10 Pasir Ris Central, #01 - 20, Pasir Ris Mrt Station,
Singapore - 519634",Tel: 65820601,Type: Medical
Healthway Medical Centre (Yishun Ave 11),"417 Yishun Avenue 11, #01 - 321,
Singapore - 760417",Tel: 67537626,Type: Medical
Healthway Medical Clinic ( Sengkang ),"118 Rivervale Drive, #02 - 17, Rivervale Plaza,
Singapore - 540118",Tel: 68812689,Type: Medical
Healthway Medical Clinic (Ang Mo Kio Ave 8),"721 Ang Mo Kio Avenue 8, #01 - 2801,
Singapore - 560721",Tel: 64554629,Type: Medical
Healthway Medical Clinic (CCK Street 51),"534 Choa Chu Kang Street 51, #01 - 37, Limbang Shopping Centre,
Singapore - 680534",Tel: 67622555,Type: Medical
Healthway Medical Clinic (Choa Chu Kang Ave 3),"475 Choa Chu Kang Avenue 3, #02 - 03, Sunshine Place,
Singapore - 680475",Tel: 68926330,Type: Medical
Healthway Medical Clinic (Clementi),"443 Clementi Avenue 3, #01 - 63,
Singapore - 120443",Tel: 68722214,Type: Medical
Healthway Medical Clinic (Elias Road),"625 Elias Road, #01 - 322, Elias Mall,
Singapore - 510625",Tel: 65846822,Type: Medical
Healthway Medical Clinic (Holland Drive),"45 Holland Drive, #01 - 353,
Singapore - 270045",Tel: 67789793,Type: Medical
Healthway Medical Clinic (Hougang Ave 8),"684 Hougang Avenue 8, #01 - 965,
Singapore - 530684",Tel: 63880339,Type: Medical
Healthway Medical Clinic (Jurong West Street 92),"960 Jurong West Street 92, #01 - 166,
Singapore - 640960",Tel: 67915680,Type: Medical
Healthway Medical Clinic (Jurong West),"690 Jurong West Central 1, #01 - 193,
Singapore - 640690",Tel: 67921812,Type: Medical
Healthway Medical Clinic (Lengkong Tiga),"110 Lengkong Tiga, #01 - 231,
Singapore - 410110",Tel: 67494062,Type: Medical
Healthway Medical Clinic (Sun Plaza),"30 Sembawang Drive, #03 - 20,
Singapore - 757713",Tel: 65551445,Type: Medical
Healthway Medical Clinic (Tampines Street 21),"201D Tampines Street 21, #01 - 1143,
Singapore - 524201",Tel: 62608801,Type: Medical
Healthway Medical Clinic (Towner Road),"101 Towner Road, #01 - 236,
Singapore - 322101",Tel: 62977592,Type: Medical
Healthway Medical Clinic (Westgate),"03 Gateway Drive, #04 - 32, Westgate,
Singapore - 608532",Tel: 65606127,Type: Medical
Healthway Medical Clinic (Woodlands),"888 Woodlands Drive 50, #02 - 737, 888 Plaza,
Singapore - 730888",Tel: 63649661,Type: Medical
Healthway Medical Clinic (Yishun 101),"101 Yishun Avenue 5, #01 - 15,
Singapore - 760101",Tel: 67551345,Type: Medical
Healthway Medical Clinic (Yishun 748),"748 Yishun Street 72, #01 - 230,
Singapore - 760748",Tel: 6853 7101,Type: Medical
Healthway Medical Group (Fajar),"445 Fajar Road, #02 - 534, Fajar Shopping Centre,
Singapore - 670445",Tel: 67690600,Type: Medical
Healthway Punggol Clinic,"168 Punggol Field, #02 - 07A,
Singapore - 820168",Tel: 63153493,Type: Medical
Healthway Tampines Central Clinic,"503 Tampines Central 1, #01 - 311,
Singapore - 520503",Tel: 67890383,Type: Medical
Healthway Tampines Clinic,"710 Tampines Street 71, #01 - 134,
Singapore - 520710",Tel: 62609081,Type: Medical
Healthway Toa Payoh Clinic,"177 Toa Payoh Central 1, #01 - 130,
Singapore - 310177",Tel: 62553773,Type: Medical
Healthway West Coast Clinic,"727 Clementi West Street 2, #01 - 258,
Singapore - 120727",Tel: 67745901,Type: Medical
Healthwerkz Medical Centre (Cck),"225 Choa Chu Kang Central, #01 - 199,
Singapore - 680225",Tel: 67662827,Type: Medical
Healthwerkz medical centre @ orchard,"09 SCOTTS ROAD, #11 - 02, PACIFIC PLAZA,
Singapore - 228210",Tel: 64438322,Type: Medical
Healthwerkz Medical Centre @ Sembawang Mrt,"11 Canberra Road, #01 - 09, Sembawang MRT Station,
Singapore - 759775",Tel: 67557115,Type: Medical
Healthwise Medical Clinic & Surgery,"41 Jalan Tiga, #01 - 07,
Singapore - 390041",Tel: 62412889,Type: Medical
Heartland Dental Pte Ltd,"630 Bukit Batok Central, #01 - 152, -,
Singapore - 650630",Tel: 65645540,Type: Dental
Heartland Family Clinic,"333C Yishun Street 31, #01 - 167,
Singapore - 763333",Tel: 62500655,Type: Medical
Hill Spring Medical,"12 Jalan Leban, Sembawang Hills Estate,
Singapore - 577552",Tel: 64563200,Type: Medical
Hisemainn Medical Clinic (Bukit Batok),"289E Bukit Batok Street 25, #01 - 160,
Singapore - 654289",Tel: 65691375,Type: Medical
Hisemainn Medical Clinic (Jurong West),"276 Jurong West Street 25, #01 - 06,
Singapore - 640276",Tel: 67958990,Type: Medical
HISEMAINN MEDICAL CLINIC (SIMS PLACE),"48 Sims Place, #01 - 167,
Singapore - 380048",Tel: 67424413,Type: Medical
HK Family Clinic And Surgery,"410 Ang Mo Kio Avenue 10, #01 - 817,
Singapore - 560410",Tel: 65528757,Type: Medical
HL Clinic Pte Ltd,"09 Telok Blangah Crescent, #01 - 135,
Singapore - 90009",Tel: 62721986,Type: Medical
HL Family Clinic And Surgery (Bedok),"89 Bedok North Street 4, #01 - 83,
Singapore - 460089",Tel: 64420494,Type: Medical
HL Family Clinic And Surgery Pte Ltd,"111 Jalan Bukit Merah, #01 - 1704,
Singapore - 160111",Tel: 62785966,Type: Medical
Ho Dental Surgery,"57 Marine Terrace, #01 - 117,
Singapore - 440057",Tel: 62422687,Type: Dental
Ho Medical Centre Pte Ltd,"352 Clementi Avenue 2, #01 - 115,
Singapore - 120352",Tel: 64748923,Type: Medical
Ho Medical Clinic,"101 Upper Cross Street, #03 - 09, People'S Park Ctr,
Singapore - 58357",Tel: 65358678,Type: Medical
Ho Tong Clinic,"35 Circuit Road, #01 - 448,
Singapore - 370035",Tel: 67456517,Type: Medical
Holland Dental Pte Ltd,"40 Holland Drive, #01 - 27,
Singapore - 270040",Tel: 65159611,Type: Dental
Hong Associates Clinic,"111 Jalan Bukit Merah, #01 - 1682,
Singapore - 160111",Tel: 62702233,Type: Medical
Hong Family Clinic,"282 Tampines Street 22, #01 - 300,
Singapore - 520282",Tel: 67843300,Type: Medical
Hong's Clinic People's Park Centre,"101 Upper Cross Street, #B1 - 37, People's Park Centre,
Singapore - 58357",Tel: 65352169,Type: Medical
Hope Family Clinic And Surgery,"883 Woodlands Street 82, #01 - 470, Woodlands North Plaza,
Singapore - 730883",Tel: 63691328,Type: Medical
